project_id,project_source,project_namespace,project_name,display_name,event_source,repository_count,first_commit_date,last_commit_date,star_count,fork_count,developer_count,contributor_count,contributor_count_6_months,new_contributor_count_6_months,fulltime_developer_average_6_months,active_developer_count_6_months,commit_count_6_months,opened_pull_request_count_6_months,merged_pull_request_count_6_months,opened_issue_count_6_months,closed_issue_count_6_months
1PEaVMKxvnpmaAmXugCKwbm2BAbvrTdlYTx_J-qmrPU=,OSS_DIRECTORY,oso,blockchain-kami,LensView,GITHUB,1,2023-06-21 07:51:18.000000 UTC,2024-09-01 13:53:55.000000 UTC,3,1,2,2,2,0,0,2,82,51,50,0,0
lF0S02bjMwOvTM6gQOHfdu3J2GKYjev0-KkgNQmfjeE=,OSS_DIRECTORY,oso,perpetualorganizationarchitect,Perpetual Organization Architect,GITHUB,4,2024-02-24 17:02:38.000000 UTC,2024-10-22 20:45:37.000000 UTC,4,1,2,3,2,1,0.08743169,1,243,26,26,1,0
LUYcIiTAz9UMY-Mi-ZeuxHOabGBRanS9zYaMUNlP8P8=,OSS_DIRECTORY,oso,dao-driven,DAO Driven,GITHUB,3,2024-04-10 17:23:47.000000 UTC,2024-10-16 21:33:12.000000 UTC,1,0,2,2,2,1,0.15300546,2,58,2,1,1,0
MHj38vgo-eYkLy4uOJt131rb64juISRnF86HHxCtgVQ=,OSS_DIRECTORY,oso,therougeproject,Rouge Ticket,GITHUB,4,2017-08-12 13:58:22.000000 UTC,2024-09-21 14:07:11.000000 UTC,18,11,2,6,2,1,0,1,22,2,3,2,0
YYvuMg0WiauShqpPUtoumkjHGcil-FI8bcKLc-Fy9xU=,OSS_DIRECTORY,oso,chaincraftgames,ChainCraft,GITHUB,3,2024-05-09 23:17:51.000000 UTC,2024-10-16 13:59:54.000000 UTC,0,0,2,2,2,2,0,2,20,0,0,0,0
eEHWwT1Yxw1__C2RXOdRXO-C7O1H4nuKSBINEVnznic=,OSS_DIRECTORY,oso,tonspay,Tonspay,GITHUB,40,2024-01-29 11:19:41.000000 UTC,2024-10-18 09:29:30.000000 UTC,26,21,2,2,2,0,0.40983607,2,123,0,0,0,0
QXavJXhIr2j8C-eyGK2CcXnB472Q4nW1mnwkKbLefHA=,OSS_DIRECTORY,oso,yohakuxyz,[] - Yohaku,GITHUB,2,2024-03-29 07:01:44.000000 UTC,2024-08-08 10:40:59.000000 UTC,0,0,2,2,2,1,0,2,32,3,2,0,1
6cYi2A-78ymjWyiA9Aa_H2kOYAOfuLUrba14F1zGavw=,OSS_DIRECTORY,oso,frontierregistry,FrontierRegistry,GITHUB,3,2024-07-27 20:51:43.000000 UTC,2024-10-22 16:15:53.000000 UTC,6,0,2,2,2,2,0,2,56,0,0,0,0
9gsQOWsZE1YampJj_mIoQaecwrbzBg6yJtDU20o3IRo=,OSS_DIRECTORY,oso,asteriskdao,AsteriskDAO,GITHUB,3,2024-07-13 18:15:37.000000 UTC,2024-07-14 05:12:00.000000 UTC,0,0,2,2,2,2,0,2,13,0,0,0,0
DxOikxGxcsRgk1ky2gICskCiLz6do9DfUfsr9FTNpI0=,OSS_DIRECTORY,oso,yokifinance,Yoki Finance,GITHUB,4,2023-07-15 16:51:34.000000 UTC,2024-08-29 20:09:48.000000 UTC,0,3,2,5,3,2,0.06557377,1,97,12,10,0,0
KmvbkhIqihtoA4Btn6sAmuCPhUCDIgDsldMEMkHR4Lw=,OSS_DIRECTORY,oso,tapexyz,tapexyz,GITHUB,4,2022-08-27 14:00:16.000000 UTC,2024-10-24 11:19:48.000000 UTC,4450,319,2,38,3,1,0.95081967,1,529,99,101,1,1
Eglp5BjYn4uqLMjs4U-ms7mCNnaYPDDpdO7oYmsHFfo=,OSS_DIRECTORY,oso,wannabet-cc,WannaBet,GITHUB,4,2024-05-31 17:26:36.000000 UTC,2024-09-10 20:57:14.000000 UTC,3,2,2,3,3,3,0.50819672,2,241,52,50,0,0
2Ml1RLRnwPl8cfHkrEmKa4eBEsV5eJZUEtW0LsU9bqM=,OSS_DIRECTORY,oso,vaariance,variance,GITHUB,11,2023-10-21 23:08:48.000000 UTC,2024-10-21 15:11:03.000000 UTC,13,3,2,5,3,1,0.08196721,2,95,13,12,1,2
bIhvfQDbWlDfFzxYDZ6JHUtKnvaBPd-psUGQ83puWT8=,OSS_DIRECTORY,oso,collabberry,Collabberry,GITHUB,4,2024-07-17 22:07:41.000000 UTC,2024-10-20 14:56:27.000000 UTC,5,1,2,3,3,3,0.02185792,2,34,9,8,0,0
wTISQvdyzQlkF_4BDB0fomEtR_3tf77sX5mJ_YXK03s=,OSS_DIRECTORY,oso,datonic,datonic & Gitcoin Grants Data Portal,GITHUB,7,2022-03-24 10:58:40.000000 UTC,2024-10-21 10:08:30.000000 UTC,286,18,2,12,5,2,0.16939891,2,69,4,4,13,18
H8ddQJKEDecPH_ilEuova6i63OAMFmIPNJPJ6Hm90rw=,OSS_DIRECTORY,oso,eoa-blockchain-labs,Ethereum on ARM,GITHUB,1,2021-01-17 11:34:42.000000 UTC,2024-10-22 11:54:28.000000 UTC,143,36,2,49,5,3,0,2,48,4,3,0,1
EjpclpcAsfMlXtI9YvxvAo5u88LFDMzGP_UMlklpGQ0=,OSS_DIRECTORY,oso,useweb3,useWeb3,GITHUB,6,2021-08-18 07:38:40.000000 UTC,2024-10-25 00:30:24.000000 UTC,1065,306,2,115,8,5,2.01092896,2,531,7,7,22,0
piV92wp9QVyuSuY1sRHQMvQBzuA8-Glr1MwKKefG_gQ=,OSS_DIRECTORY,oso,decentraschool,Decentraclasses,GITHUB,1,2023-07-07 16:44:50.000000 UTC,2024-10-13 06:37:24.000000 UTC,1,0,2,4,1,0,0,1,1,0,0,0,0
PgyvxX4fcsU0hjfWbdA2glhagZFZfvCQMaAKb_ozAbs=,OSS_DIRECTORY,oso,theforus,The Forus,GITHUB,1,2023-04-30 10:31:37.000000 UTC,2024-10-23 22:30:20.000000 UTC,1,0,2,2,1,0,0,1,20,0,0,0,0
fOSGMY43-B-gJJgDpzsVkQPNF02Lyrn2eT6DsIH8GDc=,OSS_DIRECTORY,oso,agroforestdao,Dapp Agroforestry Toolkit,GITHUB,8,2022-08-09 19:35:39.000000 UTC,2024-07-27 19:55:19.000000 UTC,4,2,2,2,1,0,0,1,3,3,3,0,0
K-FDc5pKaAoPFqml9jZtY7PF6zP_nCZojucRr8ZiP3k=,OSS_DIRECTORY,oso,0xnextlabs,Nextme,GITHUB,2,2022-10-15 16:45:45.000000 UTC,2024-09-09 10:18:41.000000 UTC,0,0,2,2,1,0,0,1,6,0,0,0,0
GasGYhndejRMHyaSCQh7G38ZPDxVWW7nh3Wrs8AOBbo=,OSS_DIRECTORY,oso,fractaldotbox,Geist dApp Kit,GITHUB,7,2021-05-13 07:58:08.000000 UTC,2024-10-23 13:42:16.000000 UTC,3,1,2,2,1,0,0.06557377,1,95,2,3,0,1
osjJpCRZGsxF_YOBfaER3HwdVM5qLfBO72PWnozrjEs=,OSS_DIRECTORY,oso,hvax,Event Horizon,GITHUB,3,2024-04-21 07:59:20.000000 UTC,2024-08-18 13:23:24.000000 UTC,1,0,2,2,1,0,0,1,2,0,0,0,0
has22b7vQsserA448_hjfgNCURR_gsVBLBSxE2-OYbc=,OSS_DIRECTORY,oso,solarpunk-dao,$EARTH - Oss,GITHUB,1,2024-01-31 08:55:37.000000 UTC,2024-04-25 09:53:23.000000 UTC,0,0,2,2,1,1,0,1,2,0,0,0,0
e4dpOmE7XlAzurITqMykJQatHc3m9k4ADaoZWXvNBlw=,OSS_DIRECTORY,oso,wildcards-protocol,Wildcards Protocol,GITHUB,7,2023-05-12 14:21:03.000000 UTC,2024-01-31 22:09:42.000000 UTC,1,0,2,2,1,0,0,0,0,1,1,0,0
QMWDRlYPW2nrWi-dRBHWKwOfEw455YXoPCsSgd3hukw=,OSS_DIRECTORY,oso,descier,deScier,GITHUB,6,2022-10-17 20:54:09.000000 UTC,2024-03-16 14:17:44.000000 UTC,0,0,3,3,0,0,0,0,0,0,0,0,0
Qn1kTRFzU9wbXQDHyvvjr0gG-8CJYoeB14cELtXnE3o=,OSS_DIRECTORY,oso,vu3th,VueDapp,GITHUB,7,2021-08-21 01:04:20.000000 UTC,2024-09-04 04:24:32.000000 UTC,224,65,3,42,2,0,0.20218579,1,107,17,16,3,4
Mqdd4GjX0VSeGHlb8efCYSIDXAyIhEN6xsG1tFywlbg=,OSS_DIRECTORY,oso,gainforest,GainForest,GITHUB,66,2017-11-15 09:27:13.000000 UTC,2024-06-20 17:06:54.000000 UTC,5,6,3,4,2,1,0,2,3,0,0,0,0
ys-kH8XRyY2cYi3OOwbba84rhyXxzvA_8TFNrC2MG1A=,OSS_DIRECTORY,oso,getwalletx,WalletX | A Gasless Smart Wallet,GITHUB,5,2023-08-24 08:41:27.000000 UTC,2024-06-06 04:11:07.000000 UTC,0,0,3,3,2,1,0,2,4,0,0,0,0
orKboJEtyv0ed738_nB2din1EMisR5BRM0wCdJA27lk=,OSS_DIRECTORY,oso,regen-atlas,The Ecofrontiers Regen Atlas 🌱,GITHUB,3,2024-04-01 15:46:36.000000 UTC,2024-10-08 01:24:57.000000 UTC,0,0,3,3,2,0,0,2,64,4,4,0,0
o1LpxyOpnDvL1AdF1NNJ_3LevjZHdZc4d4Trd8pDGSE=,OSS_DIRECTORY,oso,hedgey-finance,Hedgey Finance,GITHUB,19,2021-11-16 14:52:53.000000 UTC,2024-08-15 19:17:17.000000 UTC,36,19,3,5,2,0,0.13661202,1,38,5,4,0,0
BpttQ5zrTJKGobEiJCEA5xWyVZ_K6eI4LyWwZyz_pP8=,OSS_DIRECTORY,oso,daocoa,DAO Coalition,GITHUB,5,2024-04-14 01:46:13.000000 UTC,2024-09-04 08:51:48.000000 UTC,2,0,3,3,2,1,0,2,42,1,1,0,0
n0A7inenYfCzchsyAiXUhnBT4fayjIlylg7hRM6vtIA=,OSS_DIRECTORY,oso,dexkit,DexKit,GITHUB,46,2020-10-29 06:14:09.000000 UTC,2024-10-25 01:07:58.000000 UTC,120,159,3,12,3,0,1.00546448,3,189,1,0,0,0
mc7Na0c0ae6iOQKCVtFtYmHRUHdNFUX3mWUTWLbKDD4=,OSS_DIRECTORY,oso,fluidkey,Fluidkey,GITHUB,9,2023-07-21 16:15:30.000000 UTC,2024-10-06 08:09:38.000000 UTC,65,22,3,14,3,0,0,3,67,2,2,0,0
f9pBk5TpI4uT-fAOGsclkY8FAxqNBEP_b3zShs77RK4=,OSS_DIRECTORY,oso,consortium-wide,WID3 - Web3 Identity for DAOs and Education,GITHUB,9,2024-02-21 16:41:14.000000 UTC,2024-10-13 21:48:57.000000 UTC,0,0,3,3,3,2,0,3,28,12,12,0,0
tiEEeZdDF_3wBgEvRNuG4SR9U4vhi76z-5RSirHuh00=,OSS_DIRECTORY,oso,drewpackages,Drew - Localhost,GITHUB,14,2024-03-12 14:16:26.000000 UTC,2024-10-24 21:17:15.000000 UTC,2,0,3,3,3,2,0.05464481,3,167,3,3,0,0
GfC6X6DAJEeFEEfuanXlXTUUn6mHP1cfNf2fuSq5pHk=,OSS_DIRECTORY,oso,muqa-org,Zazelenimo,GITHUB,3,2024-07-09 14:00:57.000000 UTC,2024-10-24 15:16:33.000000 UTC,2,1,3,4,4,4,0.0273224,3,82,71,59,42,29
29AUeBPP1Q9qoGlt6tKcX32fTNFugLwFTlmdxRqbeY8=,OSS_DIRECTORY,oso,flow-state-coop,Flow State (Streaming Quadratic Funding),GITHUB,7,2024-04-19 11:58:23.000000 UTC,2024-10-24 07:18:57.000000 UTC,3,0,3,4,4,2,0.92896175,3,304,24,24,4,4
COXosJEsI0Pt7LoBY7wHicfRqjaZ3_DcU5nqto5jryc=,OSS_DIRECTORY,oso,lexclinic,LexClinic [alpha-to-beta],GITHUB,3,2023-02-11 23:07:46.000000 UTC,2024-10-01 19:03:50.000000 UTC,0,2,3,4,4,2,0,3,15,7,4,0,0
vLUtcLSnISe9zrN6cLPG6NqIIOW0tOYSAgU1dysm6Hw=,OSS_DIRECTORY,oso,function03-labs,function03-labs,GITHUB,11,2023-05-09 21:34:11.000000 UTC,2024-10-08 04:42:46.000000 UTC,93,21,3,9,4,2,0.08196721,2,136,15,12,1,0
47pwLAQ6E4_r7_TJ-OAyfJA_BmR7ifgbdrCsA8__Dfc=,OSS_DIRECTORY,oso,unruggable-labs,Unruggable Names,GITHUB,20,2023-08-15 01:17:08.000000 UTC,2024-10-20 23:26:11.000000 UTC,42,9,3,6,6,4,0.40983607,3,325,15,7,0,0
Ui5SdZUa7VSPifXZCO4979gn2C_DVxQD_0YlTI4bhCw=,OSS_DIRECTORY,oso,usecannon,Cannon,GITHUB,1,2024-09-16 18:53:18.000000 UTC,2024-10-24 00:07:36.000000 UTC,104,21,3,28,9,2,0.13661202,3,56,422,313,1,1
4XwoNApe6FRgn1PdGgq5c3E-iiE8bMTOTfF5_nk8yfw=,OSS_DIRECTORY,oso,spaghetteth,spaghettETH,GITHUB,2,2022-09-29 13:15:09.000000 UTC,2024-10-11 14:04:07.000000 UTC,5,7,3,8,1,0,0,1,1,0,0,0,0
J4jAxNtrlLmSJo8_OkjW6_-i2T9EdzmB1uvXwUDTDM4=,OSS_DIRECTORY,oso,bonding-curves,Bonding Curves Research Group,GITHUB,5,2023-04-01 01:20:40.000000 UTC,2024-05-25 20:41:59.000000 UTC,13,2,3,3,1,1,0,1,7,0,0,0,0
W_jG3zrOcLv3e643J3vAG0AhOc4ED-YNwv0rFLaopf0=,OSS_DIRECTORY,oso,quic-go,quic-go,GITHUB,11,2016-04-06 21:11:00.000000 UTC,2024-10-24 07:04:56.000000 UTC,10545,1409,3,670,59,37,0.92896175,2,250,254,227,121,110
2sDjBRX9h3o-WNf76pcIwXgzj1oTzda5njdImJjm3K0=,OSS_DIRECTORY,oso,inferer,Inferer,GITHUB,9,2022-07-04 12:56:42.000000 UTC,2024-10-18 08:14:57.000000 UTC,0,2,4,5,2,0,0.12568306,2,84,0,0,0,0
MdKyg2CPsffQzqukY6tXYVSSdnhumZWR85B2hLkGaNs=,OSS_DIRECTORY,oso,treegens,Treegens,GITHUB,4,2024-03-05 07:26:48.000000 UTC,2024-10-21 15:04:24.000000 UTC,0,5,4,4,4,3,0,4,16,0,0,0,0
EoCsNhSP-Dnt57hdSpQUxV14KiXzj20Y1C50f3pk5sc=,OSS_DIRECTORY,oso,voicedeck,VoiceDeck,GITHUB,4,2023-11-10 20:27:41.000000 UTC,2024-10-22 19:15:41.000000 UTC,4,4,4,5,4,0,0,4,48,15,9,1,1
l9-NE8O38xc1OtZuQSb8jvBdXXDeuq8iacUHQi5cmy8=,OSS_DIRECTORY,oso,thenamespace,Namespace,GITHUB,14,2023-12-13 18:48:35.000000 UTC,2024-10-23 18:23:00.000000 UTC,7,7,4,5,5,2,0,4,119,35,28,5,1
YeNNggNEsX7gRg3E9K2ewMHS5XoEUfwGROB6NqWl5mo=,OSS_DIRECTORY,oso,icdevsorg,ICDevs.org,GITHUB,26,2021-12-22 20:41:40.000000 UTC,2024-10-18 03:59:42.000000 UTC,46,23,4,14,5,2,0.13114754,3,120,6,4,1,0
AHLqj4JLcxVS0GRTlYTLc6FgSYyifJDZREHJbVRhTVw=,OSS_DIRECTORY,oso,eppie-io,Eppie,GITHUB,14,2022-10-14 08:25:29.000000 UTC,2024-10-16 13:25:28.000000 UTC,95,48,4,7,6,1,1.14754098,3,350,407,371,24,11
Dwx7FnWfcaVm5hKf1lTvTbndelM6HSuxGPfbVXzxft4=,OSS_DIRECTORY,oso,otterscan,Otterscan,GITHUB,8,2021-07-01 18:47:48.000000 UTC,2024-10-09 22:14:48.000000 UTC,1393,205,4,48,8,4,0.52459016,1,238,486,232,44,38
fY-OQ-do-d63891xc7h50Ql9xYWksuN5cQiMyrm9VxM=,OSS_DIRECTORY,oso,nicenode,NiceNode,GITHUB,15,2022-04-13 13:54:56.000000 UTC,2024-10-21 22:46:39.000000 UTC,199,35,4,25,8,3,0.60655738,2,138,147,95,12,13
cNbq80ciLtyg6QeEt-oj-Nmuop4o7zci8mzsDZssXeE=,OSS_DIRECTORY,oso,citizenwallet,Citizen Wallet,GITHUB,31,2022-12-09 11:24:08.000000 UTC,2024-10-24 20:17:22.000000 UTC,32,22,4,14,9,4,1.46448087,4,954,49,35,27,29
h1D700UT-AjJK4ogurAfO93wrQ1SsxoAy2EvlKbRvMQ=,OSS_DIRECTORY,oso,zkp2p,ZKP2P Fiat On Ramp,GITHUB,16,2023-04-01 09:05:21.000000 UTC,2024-10-04 12:57:52.000000 UTC,371,50,4,17,9,5,0.19125683,4,155,51,47,1,1
rrqUDy2n7xxF-Ese7VHsfoT9GqaThYKWoLtPyZBQCxw=,OSS_DIRECTORY,oso,greenpill-dev-guild,Greenpill Dev Guild,GITHUB,14,2023-12-12 18:41:55.000000 UTC,2024-10-25 00:19:20.000000 UTC,37,5,4,11,10,6,0.0273224,3,142,35,31,148,117
8Cbx1kry684FjhGuy51QwWWzZ-k9MgdaehqXqaYUJjQ=,OSS_DIRECTORY,oso,kleo-network,Kleo Network,GITHUB,21,2023-05-12 19:42:27.000000 UTC,2024-10-24 13:47:43.000000 UTC,14,16,4,13,11,9,0.65027322,3,433,94,88,17,15
1mBkagpZ6JI5aGrhKsfnb7_M1rtz8N6nraFghzTJs-w=,OSS_DIRECTORY,oso,ethereum-attestation-service,Ethereum Attestation Service,GITHUB,16,2021-07-21 19:14:11.000000 UTC,2024-10-12 17:55:59.000000 UTC,445,203,4,104,30,25,0,3,118,43,20,11,11
VlVkuGrzlMIQpXBCN5yDAz8I9s_xd0P1zuxWngtAkfk=,OSS_DIRECTORY,oso,evmcrispr,EVMcrispr,GITHUB,2,2022-04-02 16:31:43.000000 UTC,2024-10-15 10:16:44.000000 UTC,25,9,4,11,1,0,0,1,35,0,0,0,5
vKjWz7gLz-9mtEqj_wYaSGOHkscH2uJd95DlPK4jZJc=,OSS_DIRECTORY,oso,chimi-co,Spark Ecosystems | Impact Evaluation Tools,GITHUB,9,2022-03-16 14:47:37.000000 UTC,2024-03-11 21:54:16.000000 UTC,1,0,4,6,1,0,0,0,0,1,0,0,0
8ERka-Ul8kEcBKVBErNhr9swtt3QrPqV1iPexoHX3ts=,OSS_DIRECTORY,oso,beepo-app,Beepo,GITHUB,6,2022-11-29 19:27:33.000000 UTC,2024-09-08 00:57:32.000000 UTC,6,0,4,4,1,0,0,1,15,0,0,0,0
VshQaFsvxyjrjJLcsWw6GxXN1Fj4rGmJl4GVn9TpBaE=,OSS_DIRECTORY,oso,datalatte-ai,datalatte,GITHUB,10,2022-06-16 16:08:22.000000 UTC,2024-10-16 10:00:23.000000 UTC,6,0,4,4,1,0,0,1,4,0,0,0,0
x_JmF4hFps6iYhuOxeXa7A0Y6G2bL3tlAAG-G8i4QAw=,OSS_DIRECTORY,oso,ecoland-world,ecoland-world,GITHUB,8,2022-08-27 10:11:01.000000 UTC,2024-06-01 12:22:08.000000 UTC,0,4,5,5,2,0,0.08196721,2,53,0,0,0,0
dTOJVgcd44Xv1mkV949Tyyyx_WO6HOsCNSFEP-MP3HU=,OSS_DIRECTORY,oso,defieye,DeFiEye,GITHUB,4,2022-02-27 14:15:18.000000 UTC,2024-09-30 05:46:34.000000 UTC,69,30,5,7,2,1,0,1,3,1,0,0,0
5P3Mia-MX2AXjtncTHLhkbPogP2lGrsqJZiWsc_fm_w=,OSS_DIRECTORY,oso,luncosim,LunCo,GITHUB,26,2022-05-20 10:45:51.000000 UTC,2024-10-16 12:30:51.000000 UTC,77,16,5,13,2,1,0.12021858,1,92,0,0,1,0
60fHRPaIQPPWZ8pqPdTVRzN9QVqdlPbOr0KQWXwKSUg=,OSS_DIRECTORY,oso,givestation,GiveStation,GITHUB,8,2022-07-30 09:13:41.000000 UTC,2024-06-29 07:55:47.000000 UTC,12,11,5,6,2,0,0,2,5,0,0,0,0
-lP_Uvqt9rP8pWZQDW4VejaqpQDfLuc7mG5D59wRfbs=,OSS_DIRECTORY,oso,glo-foundation,Glo Dollar,GITHUB,4,2023-05-05 11:04:46.000000 UTC,2024-10-18 13:02:39.000000 UTC,6,4,5,9,3,1,0,1,150,29,28,8,8
apqDtQP-vjmB3czhoVSKI1cFHtGFjz6LiudHLqc8YFg=,OSS_DIRECTORY,oso,planetable,Planetable,GITHUB,13,2022-05-25 22:15:00.000000 UTC,2024-10-18 11:07:00.000000 UTC,1490,76,5,27,4,2,0.85245902,2,367,3,25,15,20
p6Oy7CDAmWNOPnyZCDBGPdk8WBloX1WJI1D4JMtVYJo=,OSS_DIRECTORY,oso,openlabelsinitiative,Open Labels Initiative,GITHUB,1,2024-02-07 09:06:25.000000 UTC,2024-10-22 10:49:32.000000 UTC,56,6,5,8,6,3,0,4,28,6,4,1,0
wY2AlECqtdyTjvV39aHhCC0idM0f7gn7Fp24-bvU6MU=,OSS_DIRECTORY,oso,porters-xyz,PORTERS,GITHUB,3,2024-01-17 02:04:26.000000 UTC,2024-10-16 11:29:02.000000 UTC,2,1,5,6,6,2,0.30601093,5,471,129,122,33,81
V1zHVTbTl8RiJjwnn_SVMPDGmOK1zXu_FTIoZAVYI88=,OSS_DIRECTORY,oso,opentothepublic,Open to the Public,GITHUB,7,2024-03-01 02:23:27.000000 UTC,2024-10-16 17:26:46.000000 UTC,10,8,5,8,7,4,0,5,100,17,15,123,4
yIkjM7eDv_16j_DOuNT6wiTu2uuKELaee3DkWK6xYj4=,OSS_DIRECTORY,oso,thebadge,The Badge,GITHUB,10,2022-08-09 08:42:41.000000 UTC,2024-10-20 23:56:17.000000 UTC,5,9,5,12,7,2,0,3,42,53,39,0,2
qRmtD7ZIjRQtXVYZo4bjautrJTsdBDCUEv-YlIpZIVo=,OSS_DIRECTORY,oso,jiffy-labs,JiffyScan,GITHUB,21,2022-12-03 00:53:16.000000 UTC,2024-10-19 17:20:20.000000 UTC,49,43,5,26,10,7,0.12568306,4,233,69,59,8,2
CyEV_RCdWTVL0cChs32F6bVxNVu0VpuPFaA7XqeXsLE=,OSS_DIRECTORY,oso,zk-passport,Proof of passport,GITHUB,18,2023-07-22 13:14:39.000000 UTC,2024-10-24 11:24:02.000000 UTC,336,59,5,31,27,24,0.01092896,4,312,122,101,29,22
Uv6pEtX3V5zfQYziv7c-usZ22gfXbKVPSKunM6WKGto=,OSS_DIRECTORY,oso,closerdao,closerdao,GITHUB,3,2022-11-15 16:45:17.000000 UTC,2024-10-23 08:27:00.000000 UTC,3,4,6,12,4,2,0,2,165,73,51,40,44
YVD9NruuwKCsQX_FPmSMN8A6m2F53PxYxW14W1eVFLU=,OSS_DIRECTORY,oso,growthepie,growthepie,GITHUB,7,2023-04-21 13:12:55.000000 UTC,2024-10-24 12:38:51.000000 UTC,30,14,6,10,9,2,1.29508197,6,1180,75,69,2,2
Bu4jQoJe3CGmB7XF9s2FwDBtwVv329WW-D3qUkhFiVw=,OSS_DIRECTORY,oso,torquefi,torquefi,GITHUB,2,2023-07-04 01:02:00.000000 UTC,2024-10-09 07:26:03.000000 UTC,12,5,7,9,3,0,0.94535519,3,636,268,265,0,0
cGV1ID2eQFq2gfLXzwpXGs86C5m2PhyqRd5C6sF7Hg4=,OSS_DIRECTORY,oso,jobstash,JobStash,GITHUB,9,2023-11-27 19:11:21.000000 UTC,2024-10-24 15:22:30.000000 UTC,5,1,7,7,6,1,1.28415301,6,1088,158,157,0,0
CyZGXCuBRg_YcZNU4ZA8T3r7wtZkstpr4HlLpcp3RsE=,OSS_DIRECTORY,oso,plebbit,Plebbit,GITHUB,28,2022-01-19 00:20:38.000000 UTC,2024-10-23 14:22:08.000000 UTC,289,45,7,26,6,2,1,4,1347,125,129,177,204
X97bZ4be4-TEx3rNdNuIIsMA3PS6JGptLOfbfvH4VTs=,OSS_DIRECTORY,oso,pepemon-dao,Pepemon: Degen Battleground,GITHUB,6,2021-05-21 11:58:20.000000 UTC,2024-10-18 21:50:16.000000 UTC,11,19,7,36,7,2,0.08743169,3,119,30,26,3,2
XzqpoWqrRksMe2M7TFXg7BxVchB2nmJGoE78teTh9-U=,OSS_DIRECTORY,oso,zenbiteth,zenbit.eth,GITHUB,9,2021-04-26 02:19:20.000000 UTC,2024-10-07 15:09:38.000000 UTC,15,17,7,10,7,2,0.07650273,3,220,69,63,37,35
cGSfed5n_2kb6zfg109EsZXpvhPknFbJTXb61dSlAak=,OSS_DIRECTORY,oso,dfarchon,DFArchon,GITHUB,24,2021-12-08 10:01:32.000000 UTC,2024-10-23 23:58:39.000000 UTC,32,21,7,18,9,3,0.26229508,4,198,113,108,0,0
cLZx_e_EZ-UuWqfOXvqTyUZfecyfWGmbQnA2lRMKrR8=,OSS_DIRECTORY,oso,unitapapp,Unitap,GITHUB,15,2022-04-16 07:18:54.000000 UTC,2024-09-30 11:17:08.000000 UTC,17,2,7,20,10,3,0.06557377,5,381,165,151,1,1
Xlvh4XXFNIGk5XiTg33LkX-nFurv0SjpN0o5YQ8CxM4=,OSS_DIRECTORY,oso,ultrasoundmoney,Ultra Sound Money,GITHUB,21,2022-08-18 14:31:07.000000 UTC,2024-10-11 14:23:42.000000 UTC,455,131,7,46,11,7,0,3,92,16,6,4,3
kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,OSS_DIRECTORY,oso,wevm,wevm,GITHUB,24,2022-01-02 20:50:12.000000 UTC,2024-10-25 00:50:48.000000 UTC,11498,2409,7,1899,549,395,2.96174863,4,1729,980,818,355,340
qrlafNIdzAmcq2z0PxvBFisxIJ29C9Cbpdvc_DEpmcU=,OSS_DIRECTORY,oso,fundingthecommons,fundingthecommons,GITHUB,8,2022-06-21 16:13:52.000000 UTC,2024-10-19 06:35:13.000000 UTC,1,2,8,12,4,3,0,3,60,13,9,2,0
bbqHJowLCWi6HZx87F5iwMcH0cFfLXDoP9SYTZygqQ0=,OSS_DIRECTORY,oso,dspytdao,Dspyt DAO,GITHUB,28,2021-06-28 13:12:50.000000 UTC,2024-10-19 19:38:22.000000 UTC,190,63,8,12,4,0,0.26775956,3,285,187,76,0,0
X24wc3QnDsqz348pegL5lNhSmoKeEFGiulPSTbX5tK0=,OSS_DIRECTORY,oso,daomasons,DAOmasons,GITHUB,28,2022-12-29 04:11:23.000000 UTC,2024-10-22 18:38:48.000000 UTC,18,1,8,8,5,2,0.47540984,5,602,92,80,112,167
Ogceg0gKDarmeRM9x-5lZf5TBRGGV5X98uW7Pobf-Yc=,OSS_DIRECTORY,oso,lighthouse-web3,Lighthouse Storage,GITHUB,19,2021-12-23 12:06:46.000000 UTC,2024-10-21 05:06:05.000000 UTC,68,40,8,21,7,1,0,3,101,16,14,1,1
wN7mQ7wixnW2yIg75ulsr7Byw5F0P0j-SHGKMOUHtPE=,OSS_DIRECTORY,oso,migalabs,Miga Labs,GITHUB,21,2021-02-08 11:10:47.000000 UTC,2024-10-23 18:49:54.000000 UTC,93,26,8,24,7,4,0,4,146,33,27,21,14
mU5ZHi1sOwzDRa4HzFXkKCy7-DL2f1yP1LXjzMYUZwU=,OSS_DIRECTORY,oso,hackdays-io,hackdays-io,GITHUB,7,2022-06-01 23:11:19.000000 UTC,2024-10-22 01:11:09.000000 UTC,83,31,8,28,7,2,0.0273224,4,346,86,82,63,56
